name_of_player ,surname,id_position ,id_team ,nationality_p ,date_of_birth_player 
Powell,O'Crigane,9,36,Poland,1994-01-14
Rainer,Arman,12,3,Sweden,1990-04-26
Kinny,Rimour,2,38,France,1992-02-25
Niven,Bertolaccini,6,27,France,2002-08-18
Wait,Dietsche,6,13,France,1988-02-29
Avery,Varden,4,29,Sweden,1994-02-13
Kelly,Flannery,10,24,Sweden,1996-04-14
Rock,Kopta,8,11,France,2004-04-10
Gill,Yves,12,38,Sweden,1979-09-21
Granger,Dadds,12,24,Poland,1997-12-05
Osgood,Denford,1,14,Sweden,2005-10-16
Todd,Skeldon,9,32,Ukraine,2003-04-14
Dani,Readings,12,8,France,1992-02-08
Nick,Seear,6,6,Sweden,1977-11-04
Ramsay,Sands-Allan,4,24,France,1979-10-31
Kearney,Zumbusch,13,6,France,1984-12-27
Federico,Capehorn,13,5,Sweden,2007-04-10
Nikolaus,Gergolet,6,37,Poland,1994-08-18
Frasco,O'Keevan,9,32,France,1990-03-12
Emerson,Summerskill,7,6,Spain,1995-08-12
Jareb,Chatin,3,11,France,1989-05-31
Ron,Strutt,8,21,Sweden,1993-06-08
Ewan,Eplate,13,14,Poland,2000-01-01
Jackie,Casier,13,34,France,1984-05-05
Xavier,Marns,1,18,Poland,1991-04-23
Manuel,Hansley,11,28,France,1994-08-22
Darin,Prydie,1,35,Sweden,1982-12-04
Byrann,Roadknight,10,33,Spain,1994-04-14
Etan,Darkins,2,34,Sweden,1997-07-16
Laurie,Muzzillo,9,15,Ukraine,1983-12-24
Henri,Wileman,1,35,Sweden,1984-11-12
Arny,Papachristophorou,4,20,Poland,1998-08-16
Damon,Foxcroft,5,30,Poland,2004-02-13
Henri,Culwen,4,26,Sweden,1998-08-19
Hermie,Hansom,1,19,Poland,2007-11-19
Trevor,Banaszczyk,11,2,France,1989-05-09
Westbrook,Brellin,7,19,Poland,1988-03-09
Markos,Perroni,4,31,Poland,1977-11-06
Dallas,Paling,6,32,France,1982-12-18
Heinrik,Sargint,5,2,Poland,2002-11-16
Kerby,Cloy,2,30,France,1987-09-08
Darrel,Quincey,11,29,France,1989-08-12
Alf,Burney,3,17,Poland,2002-02-18
Odey,Troyes,1,7,France,1989-06-01
Inness,Elesander,9,33,Ukraine,1989-05-27
Heindrick,Jacklin,7,24,Sweden,2004-04-20
Patsy,Melia,12,14,Ukraine,1983-02-02
Agosto,Gonzalvo,6,22,Sweden,1986-08-24
Fidel,Drache,4,25,France,1999-11-12
Grantham,Fay,4,31,Germany,1986-06-08
William,Belliard,1,4,Poland,1981-10-25
Ignacius,Rounds,4,24,Sweden,1977-05-23
Darn,Jagiello,7,5,France,1986-06-25
Titus,Morse,2,28,Poland,2000-01-06
Ezri,Stooders,1,19,Sweden,1992-06-16
Muffin,Lougheed,5,16,Poland,1982-03-20
Josiah,Bartak,10,30,Ukraine,1985-01-27
Cale,Janaud,10,33,Ukraine,2007-03-28
Tracy,Bockman,5,5,France,1984-12-30
Moishe,Dowers,3,18,France,1998-02-13
Gabbie,MacGebenay,7,29,France,1989-10-19
Dick,Dredge,6,27,Poland,2003-04-13
Micah,Sawle,4,20,Poland,2001-09-16
Adair,Heselwood,1,31,Poland,1986-05-20
Conny,Samett,9,14,Poland,1986-01-10
Mead,Ribchester,8,25,Ukraine,1982-01-15
Eduino,Threadgall,4,36,Germany,2006-05-01
Hashim,Silk,2,14,France,2001-04-12
Delmore,Neillans,13,9,Sweden,1992-12-18
Kahaleel,Fordyce,4,29,Poland,1983-10-21
Ivan,Cripwell,8,31,Poland,1981-12-05
Ingamar,Pipping,9,27,France,1997-02-08
Dwight,Anglin,12,3,Poland,2001-01-10
Edlin,Marsh,1,5,France,2000-02-11
Casey,Bader,8,1,France,2005-02-05
Rickert,Josselsohn,8,2,France,1986-06-10
Felice,Lodovichi,1,21,Germany,1997-01-19
Nikos,Fossett,5,33,Ukraine,1979-02-26
Mead,O'Cooney,12,18,Poland,1979-06-05
Kermit,McQuillin,5,17,France,1999-02-16
Talbert,Nowland,10,23,Germany,1980-01-09
Eddy,Ivashev,6,29,Poland,2003-07-24
Sauveur,Jedraszczyk,6,21,France,1980-05-06
Ermanno,Holtaway,6,4,France,1981-06-15
Zacharias,Warr,12,6,Ukraine,1984-03-02
Mayne,Spillman,1,24,Poland,2006-12-29
Antonin,Cruickshanks,8,15,Poland,1981-06-08
Reginauld,Couvet,5,16,France,2004-12-16
Theodore,McCreery,10,24,France,1985-11-23
Nap,Temby,1,22,Sweden,1989-09-25
Dalt,Goodday,9,30,Poland,1979-11-09
Adlai,Maloney,6,32,Ukraine,1982-12-24
Gottfried,Faulder,10,28,Ukraine,2005-08-30
Klement,Brasier,11,19,France,1986-11-05
Jock,Gilbey,6,9,Poland,1987-11-11
John,Took,9,37,Sweden,1981-09-03
Lincoln,Youde,11,37,Poland,1991-11-05
Brodie,Schaffler,5,6,Ukraine,1991-01-15
Gayelord,Cullnean,8,3,Poland,1997-02-03
Tabor,Pulley,11,35,France,1999-04-21
Arlen,Nottle,6,3,France,1992-09-29
Ezra,McKeowon,1,11,Sweden,1985-01-16
Woody,Simonyi,8,7,Poland,1985-07-21
Morie,Kemble,10,28,Poland,1978-10-26
Jonas,Mennithorp,13,20,France,1986-05-28
Sholom,Ledamun,2,36,Ukraine,1996-07-22
Rodney,Hovert,5,37,France,1980-10-03
Cleveland,Morrall,11,15,Ukraine,2004-10-29
Alphonso,Leabeater,6,35,Sweden,1984-02-17
Clayborne,Saller,6,21,Poland,2002-12-28
Beale,Laird,1,8,Ukraine,1984-01-25
Cornell,Syde,4,18,Poland,1994-07-23
Teodoro,Vella,9,25,Ukraine,1992-08-02
Berton,Warburton,2,19,Sweden,1993-08-01
Georgy,Kennedy,8,17,Poland,1995-04-17
Philip,MacAindreis,10,12,Poland,1995-02-22
Pren,Pardon,1,22,Ukraine,1994-05-19
Sylvester,Dodsworth,12,26,Spain,2006-01-10
Sydney,Leythley,13,7,Poland,1995-01-07
Richy,Lavens,1,28,France,1986-10-16
Sigismundo,MacNeachtain,13,32,Poland,2007-09-29
Cull,Tefft,10,1,Sweden,1980-09-04
Gregorius,Brownhill,4,30,Sweden,1998-03-21
Seth,Earney,4,2,Poland,1998-05-14
Benyamin,Marcroft,10,13,France,2007-01-21
Patty,Andrelli,4,2,France,1992-05-29
Shurlock,Thain,7,11,Sweden,1997-02-14
Barnebas,Airy,2,34,Sweden,1993-08-11
Pierce,Roskam,1,7,France,1984-10-02
Willie,Chapiro,12,27,Poland,1998-07-04
Marcellus,Matelaitis,4,37,France,1984-05-18
Raffaello,Beckerleg,9,20,Poland,1984-08-27
Justis,Vasenkov,4,16,Sweden,2003-12-30
Leland,Liebrecht,4,7,Poland,1977-06-12
Nester,Domelaw,2,37,Germany,2002-07-29
Kerwinn,Ambrogioli,12,38,Poland,1998-01-15
Elden,Easum,9,37,Poland,1990-06-07
Kasper,Petracco,6,25,Poland,1994-03-07
Bastian,Minchi,8,27,Sweden,1989-08-13
Ced,Steer,2,20,Poland,2008-02-25
Nicol,Lammertz,9,10,France,1980-06-12
Fax,Lazonby,10,9,France,1977-10-17
Bat,Standingford,10,30,France,1991-06-12
Park,Laphorn,13,19,Sweden,1991-03-19
Oliver,Varvara,8,20,Poland,1989-01-04
Hermy,Bertot,3,5,Poland,1994-08-05
Maxwell,Hawkyens,7,8,France,1991-12-30
Francesco,Loosely,8,25,Poland,2006-12-20
Cris,August,4,6,Ukraine,2007-03-06
Evin,Scedall,7,35,Poland,1978-12-21
Kalle,Ellerman,9,25,Poland,1978-10-20
Husein,Godball,12,6,France,2001-10-19
Rolando,Kelway,4,2,Poland,2004-05-29
Alasdair,Parkyns,2,32,Germany,2004-07-27
Levon,Ruckert,2,23,Germany,1980-12-23
Jeremy,McNiff,5,32,Poland,2005-11-07
Willem,Stark,9,27,France,1985-05-25
Solomon,Glasspoole,11,3,Spain,2002-07-18
Reuben,Possell,3,17,Poland,1992-09-14
Haily,Normant,1,24,Sweden,1998-12-02
Garrett,Gowdridge,9,35,Ukraine,1983-01-09
Bradan,Douglass,9,30,Sweden,1980-10-03
Scot,Gjerde,6,38,Poland,1984-04-25
Patrice,Griffin,13,37,Poland,1978-01-08
Noel,Kinner,10,30,Sweden,2003-02-20
Danya,McCroft,12,17,Spain,1996-03-30
Fraser,Boatwright,7,29,France,1986-09-10
Cass,Sibborn,6,23,France,2000-06-13
Adamo,Sainter,7,37,Poland,1997-03-04
Dave,Peggs,7,1,Spain,2002-03-09
Daniel,Nerheny,12,19,Sweden,1997-03-19
Nickolai,Priestnall,11,35,Poland,1978-05-28
Jerrold,Cosans,11,36,Sweden,1998-01-11
Haskel,Sea,1,36,Sweden,1979-01-26
Alon,Alwood,7,19,Poland,2007-08-10
Jefferson,deKnevet,5,28,France,1990-10-18
Herb,Soares,10,12,Sweden,1982-02-18
Rene,Billing,7,31,Poland,2007-08-02
Rodolphe,Russan,4,29,Germany,1997-10-23
Warden,Bromley,10,21,France,2000-02-14
Boony,Dumbar,6,28,Poland,1987-06-19
Yard,Dyte,5,29,Ukraine,1978-04-28
Frans,Ecclesall,6,18,Sweden,1994-10-22
Lawry,Haselgrove,3,7,Sweden,1982-10-27
Price,Moroney,3,13,Sweden,1983-12-19
Tedd,Oats,11,26,Poland,1995-11-13
Taber,Brimfield,6,14,Sweden,1982-06-02
Bogey,Troucher,3,25,France,2003-03-23
Hurlee,Reeders,7,17,Ukraine,2000-03-29
Abbot,Eastwell,6,38,Poland,1991-03-10
Blane,Downing,9,17,Poland,1991-03-19
Jedd,Cruikshank,10,1,Poland,1994-04-18
Garvy,Konig,2,13,Ukraine,2001-08-09
Reece,Adao,4,4,Sweden,1980-12-26
Hillel,Goacher,7,26,France,2005-08-22
Brand,Siggers,7,32,France,2000-01-21
Noland,Joost,2,17,Germany,2006-12-30
Ruy,Biasetti,9,12,Poland,1994-05-13
Raffarty,Goodwin,11,18,Spain,1996-05-11
Jdavie,Crombleholme,3,24,Sweden,2001-08-22
Guthrey,Sewart,8,4,Ukraine,1988-10-07
Theodore,Lafranconi,13,35,Sweden,1995-10-24
Donavon,Milmith,2,3,Sweden,1994-05-07
Wesley,Southwood,8,17,Ukraine,2005-11-05
Moe,Turfs,4,37,Sweden,1992-10-21
Claudianus,Hantusch,5,2,Sweden,2000-08-02
Dani,Habbeshaw,9,15,Sweden,1990-12-28
Shaun,Vitall,4,27,Poland,1982-02-16
Kristo,Fraczak,11,10,Sweden,2006-10-31
Giffard,Quoit,12,31,Poland,2005-01-16
Rossie,Caser,11,20,Sweden,1980-05-13
Matias,Caulder,4,12,Poland,1989-10-02
Heinrik,Mapstone,11,28,France,2008-05-19
Alessandro,Hoffmann,1,37,Poland,1994-12-18
Rees,McQuin,12,30,France,1990-06-16
Kahlil,Thorwarth,2,2,France,2000-05-03
Gaelan,Golson,10,19,Ukraine,2005-06-24
Bronnie,Basley,6,20,France,2005-03-10
Dominique,Nester,2,25,Poland,1982-05-23
Toiboid,O'Cannon,10,35,Germany,2001-08-24
Gordon,Ault,5,4,Poland,2001-01-07
Abrahan,Tester,2,22,Sweden,1990-04-14
Rockwell,Newark,6,23,Ukraine,1992-10-07
Gerrie,Tax,7,25,France,1987-02-04
Kevin,Swayland,10,24,Ukraine,1996-01-19
Hillard,Gadney,6,7,Sweden,1990-08-28
Clem,Huddle,9,32,Poland,2006-09-20
Broderick,Stairmond,9,36,France,2004-02-18
Bax,Legge,1,19,Sweden,2008-05-07
Rossie,Castagnier,6,27,Sweden,1984-04-07
Morgun,Girardot,1,12,Ukraine,1995-07-24
Wolfgang,Ivons,1,11,Poland,1987-05-22
Bertram,Keepe,8,33,Poland,1997-11-19
Bar,Tordoff,11,34,Ukraine,1993-07-03
Dare,McHan,7,17,France,2000-07-06
Kendell,Wooder,4,21,Sweden,1984-08-27
Damon,Ehlerding,11,20,Poland,2000-08-11
Tiebout,Perott,9,29,Poland,1998-09-08
Colver,Batty,7,14,Poland,1996-02-17
Hayden,Reuther,2,35,France,1981-02-04
Lannie,Dallender,5,33,Poland,2006-07-27
Karlik,Hamblington,9,17,Poland,1982-12-10
Ethe,Eastwell,10,30,Poland,1978-03-18
Shelden,Moens,3,30,France,1991-04-10
Jarid,Spindler,2,25,Poland,1987-12-26
Lenard,Collet,1,15,Sweden,2005-02-26
Steve,Swancott,1,27,Sweden,1978-11-21
Alaric,Newborn,5,38,Sweden,1986-10-09
