name_of_player ,surname,id_position ,id_team ,nationality_p ,date_of_birth_player 
Wolfie,Littlepage,12,56,Ukraine,2007-08-25
Alano,Garralts,9,51,Ukraine,2005-06-26
Hillie,Bendel,7,40,Ukraine,2005-12-23
Evelyn,Gilli,1,40,Ukraine,2007-12-01
Merle,Quenby,9,52,Ukraine,2004-09-04
Kristopher,Imorts,5,48,Ukraine,2007-05-29
Worthington,Remnant,7,51,Israel,2006-04-29
Edlin,Dinan,13,41,Ukraine,2005-04-11
Donny,Ambrus,4,61,Germany,2008-08-14
Isaak,Dradey,5,45,Ukraine,2006-05-20
Maury,Stoodale,4,48,Germany,2008-11-11
Manuel,Tilly,7,61,Ukraine,2004-11-16
Bondie,de Juares,4,50,Ukraine,2004-01-09
Mathew,O'Cannan,11,44,Ukraine,2007-07-09
Mile,Cumbers,5,58,Ukraine,2005-10-23
Egbert,Robertucci,12,57,Ukraine,2003-03-01
Temp,Preshaw,3,48,Ukraine,2008-12-15
Hugibert,Simoneschi,8,69,Ukraine,2005-05-15
Hugues,Rock,3,64,Ukraine,2006-12-12
Melvyn,Shimwell,10,41,Ukraine,2003-04-10
Farley,MacSorley,13,51,Ukraine,2005-06-14
Ferguson,Morefield,11,39,Ukraine,2003-04-25
Bendix,Eingerfield,2,43,Ukraine,2007-08-13
Dar,Duguid,2,47,Ukraine,2003-07-10
Omero,Camble,2,53,Germany,2005-03-22
Christiano,Grigorian,12,54,Ukraine,2007-01-11
Ludvig,Greiser,3,55,Ukraine,2005-12-17
Salvatore,Stoltz,10,43,Ukraine,2003-07-23
Darnall,Raraty,1,54,Ukraine,2005-09-30
Terri,Camplin,2,54,Ukraine,2007-03-05
Kenn,Fludder,12,66,Ukraine,2008-04-09
Gael,Hammerstone,5,62,Ukraine,2005-02-25
Lee,Wickwarth,9,62,Ukraine,2007-02-09
Rafe,Asquez,3,65,Israel,2008-07-19
Karney,Santorini,4,42,Israel,2004-06-23
Nobie,Adlam,3,51,Ukraine,2004-05-31
Aldus,Paula,6,69,Ukraine,2008-01-02
Patin,Ditch,1,64,Ukraine,2006-02-06
Hamlin,Dessaur,8,42,Germany,2005-10-03
Ned,Davidson,10,49,Ukraine,2008-02-13
Muffin,Amies,1,57,Ukraine,2004-02-10
Merwin,Inskipp,3,62,Germany,2008-07-01
Delmore,Justis,3,49,Ukraine,2006-05-17
Temp,MacRierie,12,66,Ukraine,2006-04-30
Cosimo,Le Provost,7,54,Germany,2006-10-11
Ozzie,Withers,11,47,Ukraine,2007-04-23
Tremaine,Ryburn,3,43,Ukraine,2007-11-22
Torin,Lewinton,7,57,Germany,2003-03-16
Gaston,Brunon,6,69,Ukraine,2003-05-22
Roland,Osan,2,65,Ukraine,2008-04-30
Dorey,Arnaudet,13,55,Ukraine,2007-02-25
Dunstan,Inglesant,4,66,Ukraine,2006-11-02
Dermot,Chrstine,1,44,Ukraine,2007-08-24
Dall,Blount,12,60,Ukraine,2007-10-31
Carrol,Caller,3,50,Ukraine,2005-08-18
Trstram,Bowditch,7,59,Ukraine,2006-08-20
Grange,Lyttle,7,52,Ukraine,2004-02-05
Kiel,Siddons,3,64,Ukraine,2003-09-21
Faulkner,Dyett,10,69,Ukraine,2008-12-02
Maddie,Critchard,7,54,Ukraine,2006-03-31
Ferd,Swindells,2,42,Ukraine,2003-09-11
Karlens,Cady,6,56,Ukraine,2008-09-08
Flory,Holliar,13,66,Ukraine,2004-07-26
Gaylor,O'Monahan,5,66,Ukraine,2007-06-06
Ives,Pappi,2,52,Ukraine,2004-05-26
Daniel,Kippling,9,44,Ukraine,2006-02-24
Chev,Bresson,8,62,Germany,2007-12-14
Wylie,Ubanks,11,56,Ukraine,2003-09-12
Ollie,Cejka,8,49,Ukraine,2005-09-26
Tabb,Schreurs,6,47,Ukraine,2008-09-27
Duke,Bellocht,3,63,Ukraine,2007-07-28
Rusty,Yorath,11,59,Ukraine,2003-06-05
Geoffry,Pavis,2,45,Ukraine,2007-10-03
Trever,Faunch,12,50,Israel,2006-03-16
Izzy,Rubens,3,61,Ukraine,2007-05-05
Wells,O'Lenechan,7,46,Ukraine,2003-07-06
Vergil,Zanneli,10,44,Ukraine,2004-11-04
Gaby,Canadine,12,63,Ukraine,2007-12-25
Archambault,Shepherd,2,56,Israel,2005-08-21
Hillery,Edmondson,1,65,Ukraine,2007-03-26
Billy,Starford,11,67,Ukraine,2006-01-27
Hew,Rathborne,1,43,Ukraine,2005-02-22
Onfroi,Swancott,13,60,Ukraine,2004-02-13
Randell,Brownsmith,11,60,Ukraine,2007-06-06
Tate,Rosenzwig,10,41,Ukraine,2008-10-29
Jonas,Goodlatt,9,46,Ukraine,2006-01-28
Sutherland,Jozef,3,42,Ukraine,2003-03-02
Cobbie,Wilcott,4,48,Ukraine,2005-01-10
Tripp,Hambric,1,51,Ukraine,2006-03-04
Cy,Chattoe,3,45,Ukraine,2008-02-14
Pren,Hatherill,10,67,Ukraine,2006-09-08
Woody,Colum,2,67,Ukraine,2006-02-04
Hakim,Sorrie,2,64,Ukraine,2008-05-07
Gottfried,Creffield,4,43,Ukraine,2006-08-26
Berke,Kiely,8,68,Ukraine,2004-10-18
Fredric,Gargett,4,47,Ukraine,2007-06-02
Norbert,Borzone,5,46,Ukraine,2008-04-28
Edvard,Letchmore,10,47,Ukraine,2008-10-28
Raffarty,Attiwill,9,65,Ukraine,2008-03-05
Lorry,Shipsey,5,50,Germany,2003-02-24
Durante,Tampen,12,44,Ukraine,2008-06-18
Somerset,Franceschi,3,51,Israel,2005-09-23
Bastien,Syne,6,48,Ukraine,2004-12-04
Raynor,O' Quirk,2,40,Ukraine,2003-01-26
Rafaello,Kohlerman,7,62,Israel,2006-08-31
Creight,Saundercock,5,42,Ukraine,2003-10-01
Quinton,Lowbridge,6,49,Ukraine,2007-06-21
Harland,Jermyn,4,58,Ukraine,2006-01-26
Gustaf,Mealham,7,58,Germany,2007-06-01
Gavan,Lintin,4,50,Ukraine,2007-05-13
Noble,O'Lynn,2,46,Ukraine,2003-12-20
Dun,Dymidowski,3,40,Israel,2004-09-18
Manuel,Adamovich,8,68,Israel,2007-04-15
Joachim,Sigg,10,40,Ukraine,2004-03-22
Dermot,Odams,3,50,Israel,2004-12-10
Kiley,Benditt,9,58,Ukraine,2007-09-24
Dillon,Blight,8,39,Israel,2005-06-15
Kipper,Nickoll,12,39,Ukraine,2005-01-04
Dag,Winward,13,55,Ukraine,2006-12-04
Malcolm,Stratiff,8,60,Ukraine,2006-08-31
Anders,Grigolon,3,47,Ukraine,2007-11-16
Fredric,Costin,5,52,Germany,2007-09-21
Marsh,Greschik,11,43,Ukraine,2007-11-12
Ermin,Chowne,2,45,Germany,2007-10-26
Tobiah,Cotesford,11,69,Ukraine,2007-02-03
Montague,Mawer,1,52,Ukraine,2005-12-21
Tad,Wessing,1,53,Ukraine,2007-11-10
Holt,Baress,6,68,Ukraine,2008-10-11
Anatole,Szach,11,39,Germany,2004-02-27
Ingrim,Quenell,1,57,Ukraine,2006-03-03
